,sports_man,tvsports_man,exercise_man,dining_man,museums_man,art_man,hiking_man,gaming_man,clubbing_man,reading_man,tv_man,theater_man,movies_man,concerts_man,music_man,shopping_man,yoga_man,attr3_1_man,sinc3_1_man,intel3_1_man,fun3_1_man,amb3_1_man,attr1_1_man,sinc1_1_man,intel1_1_man,fun1_1_man,amb1_1_man,shar1_1_man,sports_woman,tvsports_woman,exercise_woman,dining_woman,museums_woman,art_woman,hiking_woman,gaming_woman,clubbing_woman,reading_woman,tv_woman,theater_woman,movies_woman,concerts_woman,music_woman,shopping_woman,yoga_woman,attr3_1_woman,sinc3_1_woman,intel3_1_woman,fun3_1_woman,amb3_1_woman,attr1_1_woman,sinc1_1_woman,intel1_1_woman,fun1_1_woman,amb1_1_woman,shar1_1_woman
614,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,3.0,10.0,8.0,3.0,8.0,10.0,25.0,20.0,10.0,20.0,15.0
615,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,2.0,3.0,2.0,10.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,8.0,3.0,3.0,7.0,9.0,7.0,8.0,7.0,10.0,20.0,15.0,20.0,20.0,15.0
616,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,3.0,7.0,5.0,5.0,4.0,3.0,1.0,5.0,10.0,9.0,7.0,7.0,7.0,7.0,9.0,2.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,10.0,20.0,20.0
617,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,6.0,2.0,7.0,9.0,9.0,7.0,7.0,1.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,4.0,8.0,7.0,7.0,8.0,7.0,10.0,10.0,20.0,20.0,20.0,20.0
618,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,5.0,5.0,5.0,8.0,9.0,10.0,9.0,1.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,8.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0
619,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,5.0,1.0,3.0,5.0,7.0,8.0,3.0,1.0,6.0,8.0,3.0,7.0,8.0,7.0,8.0,4.0,7.0,5.0,9.0,5.0,9.0,5.0,10.0,32.0,20.0,12.0,11.0,15.0
620,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,7.0,9.0,8.0,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0
621,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,7.0,9.0,8.0,9.0,9.0,20.0,25.0,15.0,15.0,15.0,10.0
622,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,7.0,9.0,9.0,9.0,4.0,15.0,20.0,20.0,20.0,5.0,20.0
623,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,15.0,20.0
624,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,7.0,10.0,7.0,7.0,7.0,8.0,6.0,6.0,10.0,8.0,9.0,10.0,8.0,10.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,20.0,15.0
625,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,2.0,2.0,2.0,10.0,8.0,8.0,7.0,8.0,9.0,8.0,1.0,9.0,8.0,8.0,9.0,4.0,2.0,8.0,9.0,9.0,8.0,10.0,25.0,15.0,20.0,20.0,20.0,0.0
626,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,5.0,8.0,7.0,5.0,5.0,15.0,21.0,18.0,18.0,10.0,18.0
627,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,4.0,2.0,5.0,7.0,7.0,5.0,7.0,3.0,5.0,7.0,7.0,10.0,8.0,8.0,7.0,6.0,2.0,6.0,7.0,9.0,7.0,8.0,15.0,3.0,50.0,20.0,2.0,10.0
628,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0
629,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,14.0,20.0,18.0,24.0,18.0,6.0
630,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,1.0,7.0,6.0,8.0,8.0,8.0,5.0,1.0,7.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,4.0,10.0,10.0,30.0,20.0,10.0,20.0
631,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,8.0,8.0,8.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0
632,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,3.0,10.0,8.0,3.0,8.0,10.0,25.0,20.0,10.0,20.0,15.0
633,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,2.0,3.0,2.0,10.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,8.0,3.0,3.0,7.0,9.0,7.0,8.0,7.0,10.0,20.0,15.0,20.0,20.0,15.0
634,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,3.0,7.0,5.0,5.0,4.0,3.0,1.0,5.0,10.0,9.0,7.0,7.0,7.0,7.0,9.0,2.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,10.0,20.0,20.0
635,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,6.0,2.0,7.0,9.0,9.0,7.0,7.0,1.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,4.0,8.0,7.0,7.0,8.0,7.0,10.0,10.0,20.0,20.0,20.0,20.0
636,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,5.0,5.0,5.0,8.0,9.0,10.0,9.0,1.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,8.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0
637,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,5.0,1.0,3.0,5.0,7.0,8.0,3.0,1.0,6.0,8.0,3.0,7.0,8.0,7.0,8.0,4.0,7.0,5.0,9.0,5.0,9.0,5.0,10.0,32.0,20.0,12.0,11.0,15.0
638,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,7.0,9.0,8.0,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0
639,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,7.0,9.0,8.0,9.0,9.0,20.0,25.0,15.0,15.0,15.0,10.0
640,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,7.0,9.0,9.0,9.0,4.0,15.0,20.0,20.0,20.0,5.0,20.0
641,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,15.0,20.0
642,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,7.0,10.0,7.0,7.0,7.0,8.0,6.0,6.0,10.0,8.0,9.0,10.0,8.0,10.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,20.0,15.0
643,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,2.0,2.0,2.0,10.0,8.0,8.0,7.0,8.0,9.0,8.0,1.0,9.0,8.0,8.0,9.0,4.0,2.0,8.0,9.0,9.0,8.0,10.0,25.0,15.0,20.0,20.0,20.0,0.0
644,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,5.0,8.0,7.0,5.0,5.0,15.0,21.0,18.0,18.0,10.0,18.0
645,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,4.0,2.0,5.0,7.0,7.0,5.0,7.0,3.0,5.0,7.0,7.0,10.0,8.0,8.0,7.0,6.0,2.0,6.0,7.0,9.0,7.0,8.0,15.0,3.0,50.0,20.0,2.0,10.0
646,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0
647,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,14.0,20.0,18.0,24.0,18.0,6.0
648,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,1.0,7.0,6.0,8.0,8.0,8.0,5.0,1.0,7.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,4.0,10.0,10.0,30.0,20.0,10.0,20.0
649,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,8.0,8.0,8.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0
650,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,3.0,10.0,8.0,3.0,8.0,10.0,25.0,20.0,10.0,20.0,15.0
651,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,2.0,3.0,2.0,10.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,8.0,3.0,3.0,7.0,9.0,7.0,8.0,7.0,10.0,20.0,15.0,20.0,20.0,15.0
652,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,8.0,3.0,7.0,5.0,5.0,4.0,3.0,1.0,5.0,10.0,9.0,7.0,7.0,7.0,7.0,9.0,2.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,10.0,20.0,20.0
653,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,6.0,2.0,7.0,9.0,9.0,7.0,7.0,1.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,4.0,8.0,7.0,7.0,8.0,7.0,10.0,10.0,20.0,20.0,20.0,20.0
654,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,5.0,5.0,5.0,8.0,9.0,10.0,9.0,1.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,8.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0
655,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,5.0,1.0,3.0,5.0,7.0,8.0,3.0,1.0,6.0,8.0,3.0,7.0,8.0,7.0,8.0,4.0,7.0,5.0,9.0,5.0,9.0,5.0,10.0,32.0,20.0,12.0,11.0,15.0
656,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,7.0,9.0,8.0,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0
657,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,7.0,9.0,8.0,9.0,9.0,20.0,25.0,15.0,15.0,15.0,10.0
658,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,7.0,9.0,9.0,9.0,4.0,15.0,20.0,20.0,20.0,5.0,20.0
659,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,15.0,20.0
660,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,8.0,7.0,10.0,7.0,7.0,7.0,8.0,6.0,6.0,10.0,8.0,9.0,10.0,8.0,10.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,20.0,15.0
661,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,2.0,2.0,2.0,10.0,8.0,8.0,7.0,8.0,9.0,8.0,1.0,9.0,8.0,8.0,9.0,4.0,2.0,8.0,9.0,9.0,8.0,10.0,25.0,15.0,20.0,20.0,20.0,0.0
662,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,5.0,8.0,7.0,5.0,5.0,15.0,21.0,18.0,18.0,10.0,18.0
663,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,4.0,2.0,5.0,7.0,7.0,5.0,7.0,3.0,5.0,7.0,7.0,10.0,8.0,8.0,7.0,6.0,2.0,6.0,7.0,9.0,7.0,8.0,15.0,3.0,50.0,20.0,2.0,10.0
664,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0
665,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,14.0,20.0,18.0,24.0,18.0,6.0
666,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,1.0,7.0,6.0,8.0,8.0,8.0,5.0,1.0,7.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,4.0,10.0,10.0,30.0,20.0,10.0,20.0
667,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,8.0,8.0,8.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0
668,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,3.0,10.0,8.0,3.0,8.0,10.0,25.0,20.0,10.0,20.0,15.0
669,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,2.0,3.0,2.0,10.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,8.0,3.0,3.0,7.0,9.0,7.0,8.0,7.0,10.0,20.0,15.0,20.0,20.0,15.0
670,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,3.0,7.0,5.0,5.0,4.0,3.0,1.0,5.0,10.0,9.0,7.0,7.0,7.0,7.0,9.0,2.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,10.0,20.0,20.0
671,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,6.0,2.0,7.0,9.0,9.0,7.0,7.0,1.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,4.0,8.0,7.0,7.0,8.0,7.0,10.0,10.0,20.0,20.0,20.0,20.0
672,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,5.0,5.0,5.0,8.0,9.0,10.0,9.0,1.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,8.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0
673,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,5.0,1.0,3.0,5.0,7.0,8.0,3.0,1.0,6.0,8.0,3.0,7.0,8.0,7.0,8.0,4.0,7.0,5.0,9.0,5.0,9.0,5.0,10.0,32.0,20.0,12.0,11.0,15.0
